606,8,24,30.8,39.03,80
606,9,32,23.4,80,39.03
606,10,28,19.8,34.92,100
606,11,30,30,74,50.45
606,12,20,20,25,100
606,13,29.6,50.9,78,82.1
606,14,30,30,50.45,74
606,15,38,30.2,100,48.79
606,16,30.2,38.1,48.79,100
606,17,20.7,20.7,80,27.94
606,18,30,54.6,67.26,98.67
606,19,16,16,80,20
606,20,30,30,58.5,61.57
606,21,40,40,82.1,78
606,22,20.7,20.7,27.94,80
607,1,42.2,20.1,100,34.92
607,2,11,36,20,80
607,3,30,30,61.57,58.5
607,4,69.2,20,98.67,67.26
607,5,60,20,80,80
607,6,21.2,19.7,100,25
607,7,30.6,29.4,60,60
607,8,26.23,26.23,39.03,80
607,9,37.2,20.8,80,39.03
607,10,20.6,41,34.92,100
607,11,30,30,74,50.45
607,12,20.2,19.1,25,100
607,13,40,40,78,82.1
607,14,30,30,50.45,74
607,15,33.2,32.5,100,48.79
607,16,32.79,32.79,48.79,100
607,17,20.7,20.7,80,27.94
607,18,39.2,41.1,67.26,98.67
607,19,38.2,10.4,80,20
607,20,30,30,58.5,61.57
607,21,40,40,82.1,78
607,22,21,19.8,27.94,80
608,1,100,0,100,34.92
608,2,5.6,57.6,20,80
608,3,30,30,61.57,58.5
608,4,70.2,19.4,98.67,67.26
608,5,40,40,80,80
608,6,80,5,100,25
608,7,30,30,60,60
608,8,9.8,59.9,39.03,80
